Device Name(Line)Sort Descending,Description,Device Type,Device Protocol,Status,Last Registered,Last Active,Unified CM,IPv4 Address
SEP64E950CA14BA,SEP64E950CA14BA,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:49:23 AM",cucmsub1.hwle.com.au,10.79.20.44
SEP64E950CA14EC,SEP64E950CA14EC,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 1:04:50 AM",cucmpub.hwle.com.au,10.35.20.166
SEP64E950CA14F8,SEP64E950CA14F8,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:50:23 AM",cucmsub1.hwle.com.au,10.24.20.147
SEP64E950CA1508,SEP64E950CA1508,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 2:02:45 AM",cucmsub1.hwle.com.au,10.21.20.149
SEP64E950CA150C,SEP64E950CA150C,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:14:43 AM",cucmpub.hwle.com.au,10.34.20.140
SEP64E950CA151E,SEP64E950CA151E,Cisco 8945,SCCP,Registered,Now,"Mar 30, 2022 10:40:09 PM",cucmpub.hwle.com.au,10.35.20.59
SEP64E950CA1522,SEP64E950CA1522,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:21:13 AM",cucmsub1.hwle.com.au,10.79.20.58
SEP64E950CA152A,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Mar 15, 2022 5:48:15 AM",cucmsub1.hwle.com.au,10.20.20.146
SEP64E950CA152E,SEP64E950CA152E,Cisco 8945,SCCP,Registered,Now,"Mar 17, 2022 9:29:47 PM",cucmsub1.hwle.com.au,10.29.20.61
SEP64E950CA1536,SEP64E950CA1536,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 12:44:07 AM",cucmsub1.hwle.com.au,10.29.20.86
SEP64E950CA1548,SEP64E950CA1548,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 4:27:13 AM",cucmpub.hwle.com.au,10.34.20.149
SEP64E950CA154A,SEP64E950CA154A,Cisco 8945,SCCP,Registered,Now,"Feb 28, 2022 9:59:57 PM",cucmsub1.hwle.com.au,10.23.20.179
SEP64E950CA154C,SEP64E950CA154C,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:04:03 AM",cucmsub1.hwle.com.au,10.79.20.48
SEP64E950CA1562,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Mar 22, 2022 7:28:05 AM",cucmsub1.hwle.com.au,10.26.20.152
SEP64E950CA1564,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 11:54:30 PM",cucmsub1.hwle.com.au,10.21.20.153
SEP64E950CA1572,SEP64E950CA1572,Cisco 8945,SCCP,Registered,Now,"Apr 10, 2022 12:28:53 PM",cucmpub.hwle.com.au,10.80.20.154
SEP64E950CA157A,SEP64E950CA157A,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 10:51:33 PM",cucmsub1.hwle.com.au,10.46.20.178
SEP64E950CA158C,SEP1CE6C79A3A7F,Cisco 8945,SCCP,Registered,Now,"Apr 10, 2022 3:20:35 AM",cucmsub1.hwle.com.au,10.21.20.188
SEP64E950CA159C,SEP64E950CA159C,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:06:29 AM",cucmsub1.hwle.com.au,10.44.20.164
SEP64E950CA15A0,SEP64E950CA15A0,Cisco 8945,SCCP,Registered,Now,"Mar 30, 2022 4:59:00 AM",cucmsub1.hwle.com.au,10.22.20.169
SEP64E950CA15AA,SEP64E950CA15AA,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:47:35 AM",cucmpub.hwle.com.au,10.35.20.205
SEP64E950CA15AE,SEP64E950CA15AE,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:20:29 AM",cucmsub1.hwle.com.au,10.61.20.157
SEP64E950CA15B0,SEP64E950CA15B0,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 6:29:11 AM",cucmpub.hwle.com.au,10.36.20.165
SEP64E950CA15E2,SEP64E950CA15E2,Cisco 8945,SCCP,Registered,Now,"Apr 1, 2022 5:41:37 AM",cucmsub1.hwle.com.au,10.23.20.152
SEP64E950CA15E6,SEP64E950CA15E6,Cisco 8945,SCCP,Registered,Now,"Mar 23, 2022 4:04:47 AM",cucmsub1.hwle.com.au,10.61.20.171
SEP64E950CA15F2,SEP64E950CA15F2,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 6:17:29 AM",cucmsub1.hwle.com.au,10.51.20.184
SEP64E950CA1604,SEP64E950CA1604,Cisco 8945,SCCP,Registered,Now,"Mar 10, 2022 6:10:37 AM",cucmsub1.hwle.com.au,10.26.20.172
SEP64E950CA160C,SEP64E950CA160C,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 11:32:56 PM",cucmpub.hwle.com.au,10.35.20.215
SEP64E950CA1610,SEP64E950CA1610,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 12:51:38 AM",cucmsub1.hwle.com.au,10.27.10.157
SEP64E950CA1612,SEP64E950CA1612,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA163C,SEP64E950CA163C,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 12:15:29 AM",cucmsub1.hwle.com.au,10.45.20.188
SEP64E950CA1658,SEP64E950CA1658,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA1664,SEP64E950CA1664,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:56:41 AM",cucmsub1.hwle.com.au,10.79.20.141
SEP64E950CA1684,SEP64E950CA1684,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 5:36:16 AM",cucmpub.hwle.com.au,10.36.20.140
SEP64E950CA16AE,SEP64E950CA16AE,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:16:39 AM",cucmsub1.hwle.com.au,10.22.20.69
SEP64E950CA16D8,SEP64E950CA16D8,Cisco 8945,SCCP,Registered,Now,"Mar 10, 2022 9:59:58 AM",cucmpub.hwle.com.au,10.80.20.56
SEP64E950CA16DE,SEP64E950CA16DE,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:22:13 AM",cucmpub.hwle.com.au,10.35.20.162
SEP64E950CA16EC,SEP64E950CA16EC,Cisco 8945,SCCP,Registered,Now,"Jul 21, 2021 9:55:31 AM",cucmpub.hwle.com.au,10.36.20.166
SEP64E950CA16F4,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 8:33:15 AM",cucmsub1.hwle.com.au,10.23.20.162
SEP64E950CA16FA,SEP64E950CA16FA,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:31:55 AM",cucmsub1.hwle.com.au,10.51.20.159
SEP64E950CA1704,SEP64E950CA1704,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:59:20 AM",cucmsub1.hwle.com.au,10.24.20.165
SEP64E950CA170E,SEP64E950CA170E,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:16:43 AM",cucmsub1.hwle.com.au,10.21.20.161
SEP64E950CA173C,SEP64E950CA173C,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:23:15 AM",cucmpub.hwle.com.au,10.80.20.73
SEP64E950CA1752,SEP64E950CA1752,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:40:54 AM",cucmsub1.hwle.com.au,10.79.20.150
SEP64E950CA177A,SEP64E950CA177A,Cisco 8945,SCCP,Registered,Now,"Mar 23, 2022 4:06:38 AM",cucmsub1.hwle.com.au,10.22.20.148
SEP64E950CA1788,SEP64E950CA1788,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 8:26:35 AM",cucmsub1.hwle.com.au,10.61.20.54
SEP64E950CA1796,SEP64E950CA1796,Cisco 8945,SCCP,Registered,Now,"Mar 9, 2022 5:34:15 AM",cucmsub1.hwle.com.au,10.90.20.144
SEP64E950CA180A,SEP64E950CA180A,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA1922,SEP64E950CA1922,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 6:58:21 AM",cucmpub.hwle.com.au,10.34.20.150
SEP64E950CA1974,SEP64E950CA1974,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 5:31:08 AM",cucmsub1.hwle.com.au,10.79.20.145
SEP64E950CA19DA,SEP64E950CA19DA,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 5:42:33 AM",cucmsub1.hwle.com.au,10.27.20.87
SEP64E950CA1A42,SEP64E950CA1A42,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 5:32:55 AM",cucmpub.hwle.com.au,10.36.20.85
SEP64E950CA1AB4,SEP64E950CA1AB4,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 5:53:12 AM",cucmpub.hwle.com.au,10.35.20.182
SEP64E950CA1B04,SEP64E950CA1B04,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 1:39:48 AM",cucmsub1.hwle.com.au,10.29.20.80
SEP64E950CA1B32,SEP64E950CA1B32,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 5:29:26 AM",cucmsub1.hwle.com.au,10.51.20.174
SEP64E950CA1E60,SEP64E950CA1E60,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 4:18:32 AM",cucmpub.hwle.com.au,10.81.20.204
SEP64E950CA1EEC,SEP64E950CA1EEC,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:16:43 AM",cucmsub1.hwle.com.au,10.22.20.182
SEP64E950CA1F14,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:18:19 AM",cucmsub1.hwle.com.au,10.26.20.188
SEP64E950CA1F1C,SEP64E950CA1F1C,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:47:46 AM",cucmpub.hwle.com.au,10.36.20.177
SEP64E950CA1FC2,SEP64E950CA1FC2,Cisco 8945,SCCP,Registered,Now,"Apr 10, 2022 10:48:55 PM",cucmsub1.hwle.com.au,10.27.20.149
SEP64E950CA1FCC,SEP64E950CA1FCC,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 8:22:28 AM",cucmpub.hwle.com.au,10.81.20.154
SEP64E950CA1FDE,SEP64E950CA1FDE,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 8:44:37 AM",cucmsub1.hwle.com.au,10.29.20.56
SEP64E950CA2024,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 3:17:43 AM",cucmsub1.hwle.com.au,10.20.20.159
SEP64E950CA2122,SEP64E950CA2122,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 1:13:01 AM",cucmsub1.hwle.com.au,10.21.20.62
SEP64E950CA218A,SEP64E950CA218A,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA2308,SEP64E950CA2308,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 1:37:12 AM",cucmpub.hwle.com.au,10.35.20.185
SEP64E950CA2322,SEP64E950CA2322,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA2324,SEP64E950CA2324,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:13:05 AM",cucmpub.hwle.com.au,10.81.20.180
SEP64E950CA232A,SEP64E950CA232A,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:57:21 AM",cucmpub.hwle.com.au,10.35.20.156
SEP64E950CA232C,SEP1CE6C79A3A7F,Cisco 8945,SCCP,Registered,Now,"Mar 24, 2022 2:18:55 AM",cucmsub1.hwle.com.au,10.23.20.169
SEP64E950CA2330,SEP64E950CA2330,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:36:35 AM",cucmsub1.hwle.com.au,10.46.20.141
SEP64E950CA2358,SEP64E950CA2358,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 2:09:56 AM",cucmsub1.hwle.com.au,10.61.20.59
SEP64E950CA2370,SEP64E950CA2370,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:51:29 AM",cucmpub.hwle.com.au,10.80.20.149
SEP64E950CA2376,SEP64E950CA2376,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:54:41 AM",cucmsub1.hwle.com.au,10.79.20.57
SEP64E950CA2384,SEP64E950CA2384,Cisco 8945,SCCP,Registered,Now,"Apr 11, 2022 12:43:18 AM",cucmsub1.hwle.com.au,10.50.20.155
SEP64E950CA238A,SEP64E950CA238A,Cisco 8945,SCCP,Registered,Now,"Mar 23, 2022 7:41:44 AM",cucmsub1.hwle.com.au,10.79.20.42
SEP64E950CA23B6,SEP64E950CA23B6,Cisco 8945,SCCP,Registered,Now,"Mar 14, 2022 2:10:58 AM",cucmsub1.hwle.com.au,10.45.20.194
SEP64E950CA23BA,SEP64E950CA23BA,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:45:14 AM",cucmsub1.hwle.com.au,10.22.20.66
SEP64E950CA23DE,SEP64E950CA23DE,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 1:38:25 AM",cucmsub1.hwle.com.au,10.46.20.160
SEP64E950CA23FE,SEP64E950CA23FE,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 3:24:49 AM",cucmpub.hwle.com.au,10.34.20.190
SEP64E950CA2424,SEP64E950CA2424,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA2430,SEP64E950CA2430,Cisco 8945,SCCP,Registered,Now,"Feb 22, 2022 11:27:15 AM",cucmsub1.hwle.com.au,10.44.20.90
SEP64E950CA244C,SEP64E950CA244C,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 12:25:00 AM",cucmsub1.hwle.com.au,10.29.20.91
SEP64E950CA2456,SEP64E950CA2456,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 6:31:22 AM",cucmsub1.hwle.com.au,10.44.20.175
SEP64E950CA246E,Sydney Meeting Room 9 - 2208,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:35:30 PM",cucmsub1.hwle.com.au,10.24.20.32
SEP64E950CA2490,SEP64E950CA2490,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 11:27:32 PM",cucmsub1.hwle.com.au,10.61.20.183
SEP64E950CA24F6,SEP64E950CA24F6,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 1:22:35 AM",cucmpub.hwle.com.au,10.36.20.167
SEP64E950CA2542,SEPB4E9B0B11289,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 1:13:37 AM",cucmpub.hwle.com.au,10.89.20.10
SEP64E950CA255C,SEP64E950CA255C,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 7:50:35 AM",cucmsub1.hwle.com.au,10.61.20.85
SEP64E950CA259A,SEP64E950CA259A,Cisco 8945,SCCP,None,"Feb 16, 2022 3:42:26 PM","Feb 9, 2022 4:58:50 AM",cucmsub1,None
SEP64E950CA25B8,SEP64E950CA25B8,Cisco 8945,SCCP,Registered,Now,"Apr 1, 2022 5:29:41 AM",cucmpub.hwle.com.au,10.35.20.202
SEP64E950CA25E0,Sydney Meeting Room 12 - 2976,Cisco 8945,SCCP,Registered,Now,"Mar 24, 2022 1:45:32 AM",cucmsub1.hwle.com.au,10.24.20.162
SEP64E950CA25E4,SEP64E950CA25E4,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 2:15:51 AM",cucmpub.hwle.com.au,10.35.20.173
SEP64E950CA25F8,Sydney Meeting Room 10 - 2209,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:30:37 AM",cucmsub1.hwle.com.au,10.24.20.148
SEP64E950CA2602,SEP64E950CA2602,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 5:43:05 AM",cucmsub1.hwle.com.au,10.23.20.142
SEP64E950CA2604,SEP64E950CA2604,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 4:02:14 AM",cucmpub.hwle.com.au,10.80.20.54
SEP64E950CA261E,SEP64E950CA261E,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 11:47:35 PM",cucmpub.hwle.com.au,10.34.20.160
SEP64E950CA2628,SEP64E950CA2628,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 6:19:51 AM",cucmpub.hwle.com.au,10.34.20.152
SEP64E950CA262C,SEP64E950CA262C,Cisco 8945,SCCP,Registered,Now,"Mar 29, 2022 3:21:07 AM",cucmsub1.hwle.com.au,10.27.20.39
SEP64E950CA263E,SEP64E950CA263E,Cisco 8945,SCCP,Registered,Now,,cucmsub1.hwle.com.au,10.29.20.94
SEP64E950CA2668,SEP64E950CA2668,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 7:17:07 AM",cucmpub.hwle.com.au,10.36.20.204
SEP64E950CA266E,SEP64E950CA266E,Cisco 8945,SCCP,Registered,Now,"Apr 10, 2022 10:38:03 PM",cucmsub1.hwle.com.au,10.26.20.178
SEP64E950CA2682,SEP1CE6C79A3A7F,Cisco 8945,SCCP,None,Never,,,None
SEP64E950CA2690,SEP64e950ca2690,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 8:50:14 AM",cucmpub.hwle.com.au,10.80.20.141
SEP64E950CA2692,SEP64E950CA2692,Cisco 8945,SCCP,Registered,Now,"Mar 25, 2022 5:29:08 AM",cucmsub1.hwle.com.au,10.44.20.170
SEP64E950CA26B2,SEP1CE6C79A3A7F,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:43:32 AM",cucmsub1.hwle.com.au,10.27.20.173
SEP64E950CA26EE,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,,cucmsub1.hwle.com.au,10.22.20.178
SEP64E950CA270A,SEP64E950CA270A,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:42:10 AM",cucmsub1.hwle.com.au,10.29.20.95
SEP64E950CA271A,SEP64E950CA271A,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 4:48:37 AM",cucmpub.hwle.com.au,10.36.20.170
SEP64E950CA2730,SEP64E950CA2730,Cisco 8945,SCCP,Registered,Now,"Dec 14, 2021 3:16:28 AM",cucmpub.hwle.com.au,10.34.20.76
SEP64E950CA2732,SEPCCEF488D8684,Cisco 8945,SCCP,None,"Mar 24, 2022 4:05:03 PM","Nov 23, 2021 10:17:53 PM",cucmsub1,None
SEP64E950CA2738,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:13:33 AM",cucmsub1.hwle.com.au,10.23.20.178
SEP64E950CA2746,SEP64E950CA2746,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 4:50:40 AM",cucmsub1.hwle.com.au,10.27.20.151
SEP64E950CA275E,SEPCCEF488D8684,Cisco 8945,SCCP,None,"Mar 2, 2022 11:47:12 PM","Mar 2, 2022 10:46:24 PM",cucmsub1,None
SEP64E950CA2764,SEP64E950CA2764,Cisco 8945,SCCP,None,"Mar 24, 2022 3:34:16 PM","Mar 21, 2022 10:55:06 PM",cucmsub1,None
SEP64E950CA2770,SEP64E950CA2770,Cisco 8945,SCCP,Registered,Now,"Apr 10, 2022 11:39:35 PM",cucmsub1.hwle.com.au,10.61.20.159
SEP64E950CA2772,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 1:42:32 AM",cucmsub1.hwle.com.au,10.20.20.141
SEP64E950CA2798,SEP64E950CA2798,Cisco 8945,SCCP,Registered,Now,"Mar 9, 2022 1:12:06 AM",cucmpub.hwle.com.au,10.81.20.73
SEP64E950CA279E,SEP1CE6C79A3A7F,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 10:20:35 PM",cucmsub1.hwle.com.au,10.21.20.191
SEP64E950CA27A2,SEP64E950CA27A2,Cisco 8945,SCCP,Registered,Now,"Mar 17, 2022 3:51:20 AM",cucmsub1.hwle.com.au,10.20.20.89
SEP64E950CA27C8,SEP64E950CA27C8,Cisco 8945,SCCP,Registered,Now,"Dec 3, 2021 8:20:55 AM",cucmsub1.hwle.com.au,10.27.20.156
SEP64E950CA27CA,SEP64E950CA27CA,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:16:43 AM",cucmsub1.hwle.com.au,10.20.20.140
SEP64E950CA27CC,SEP64E950CA27CC,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 9:11:20 AM",cucmsub1.hwle.com.au,10.46.20.148
SEP64E950CA27F6,SEP64E950CA27F6,Cisco 8945,SCCP,Registered,Now,"Mar 30, 2022 4:16:57 AM",cucmpub.hwle.com.au,10.36.20.70
SEP64E950CA27FE,SEP64E950CA27FE,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 6:12:35 AM",cucmpub.hwle.com.au,10.35.20.141
SEP64E950CA2802,SEP64E950CA2802,Cisco 8945,SCCP,Registered,Now,"Feb 13, 2022 9:42:08 PM",cucmpub.hwle.com.au,10.36.20.173
SEP64E950CA2814,SEP64E950CA2814,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 1:04:29 AM",cucmsub1.hwle.com.au,10.27.20.157
SEP64E950CA281E,SEP64E950CA281E,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 5:57:14 AM",cucmsub1.hwle.com.au,10.26.20.46
SEP64E950CA2828,SEP64E950CA2828,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:16:15 AM",cucmpub.hwle.com.au,10.35.20.82
SEP64E950CA282E,SEP64E950CA282E,Cisco 8945,SCCP,None,"Mar 24, 2022 3:37:05 PM","Mar 21, 2022 10:55:06 PM",cucmsub1,None
SEP64E950CA283C,SEP64E950CA283C,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 6:35:42 AM",cucmpub.hwle.com.au,10.35.20.191
SEP64E950CA285C,SEP64E950CA285C,Cisco 8945,SCCP,Registered,Now,"Mar 28, 2022 3:55:23 AM",cucmsub1.hwle.com.au,10.23.20.188
SEP64E950CA28A2,SEP64E950CA28A2,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 4:08:18 AM",cucmpub.hwle.com.au,10.80.20.93
SEP64E950CA28C2,SEP64E950CA28C2,Cisco 8945,SCCP,None,"Nov 8, 2021 10:42:12 PM","Jul 15, 2021 5:17:55 AM",cucmpub,None
SEP64E950CA28E4,SEP64E950CA28E4,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:28:44 AM",cucmsub1.hwle.com.au,10.50.20.154
SEP64E950CA28E6,SEP64E950CA28E6,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:30:59 AM",cucmpub.hwle.com.au,10.36.20.169
SEP64E950CA28EA,SEP64E950CA28EA,Cisco 8945,SCCP,Registered,Now,"Apr 11, 2022 12:20:42 AM",cucmsub1.hwle.com.au,10.51.20.83
SEP64E950CA28EE,SEP64E950CA28EE,Cisco 8945,SCCP,Registered,Now,"Mar 10, 2022 6:25:17 AM",cucmsub1.hwle.com.au,10.45.20.191
SEP64E950CA28FA,SEPDCA5F43E8397,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 2:10:39 AM",cucmsub1.hwle.com.au,10.22.20.144
SEP64E950CA2906,SEP64E950CA2906,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 10:55:43 PM",cucmpub.hwle.com.au,10.35.20.172
SEP64E950CA2918,SEP64E950CA2918,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 9:31:52 AM",cucmsub1.hwle.com.au,10.20.20.181
SEP64E950CA292E,SEP64E950CA292E,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:28:18 AM",cucmsub1.hwle.com.au,10.26.20.65
SEP64E950CA2936,SEP64E950CA2936,Cisco 8945,SCCP,Registered,Now,"Mar 18, 2022 12:01:03 AM",cucmsub1.hwle.com.au,10.51.20.169
SEP64E950CA293C,SEP64E950CA293C,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 6:29:07 AM",cucmsub1.hwle.com.au,10.44.20.142
SEP64E950CA295C,SEP1CE6C79A3747,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:32:37 AM",cucmsub1.hwle.com.au,10.90.20.147
SEP64E950CA29A6,SEP64E950CA10FE,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:19:32 AM",cucmpub.hwle.com.au,10.35.20.147
SEP64E950CA29CA,SEP64E950CA29CA,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:25:49 AM",cucmsub1.hwle.com.au,10.61.20.65
SEP64E950CA29D2,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 6:50:54 AM",cucmsub1.hwle.com.au,10.20.20.149
SEP64E950CA29E8,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 1, 2022 12:25:31 AM",cucmsub1.hwle.com.au,10.20.20.171
SEP64E950CA29EA,SEP64E950CA29EA,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:55:51 AM",cucmsub1.hwle.com.au,10.29.20.106
SEP64E950CA29EC,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 12:44:20 AM",cucmsub1.hwle.com.au,10.20.20.170
SEP64E950CA2A3C,SEP64E950CA2A3C,Cisco 8945,SCCP,Registered,Now,"Apr 10, 2022 11:06:23 PM",cucmsub1.hwle.com.au,10.61.20.151
SEP64E950CA2A4A,SEP64E950CA2A4A,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 5:50:09 AM",cucmsub1.hwle.com.au,10.26.20.192
SEP64E950CA2A60,SEPB4E9B0B1E4A3,Cisco 8945,SCCP,Registered,Now,"Nov 3, 2021 6:08:37 AM",cucmpub.hwle.com.au,10.80.20.158
SEP64E950CA2A6A,SEP64E950CA2A6A,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 6:36:00 AM",cucmsub1.hwle.com.au,10.61.20.168
SEP64E950CA2A78,SEP64E950CA2A78,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:02:18 AM",cucmsub1.hwle.com.au,10.22.20.147
SEP64E950CA2A7E,SEP64E950CA2A7E,Cisco 8945,SCCP,Registered,Now,"Mar 2, 2022 5:32:51 AM",cucmsub1.hwle.com.au,10.22.20.141
SEP64E950CA2AA0,SEP64E950CA2AA0 ,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:25:41 AM",cucmsub1.hwle.com.au,10.80.20.61
SEP64E950CA2AA4,SEP64E950CA2AA4,Cisco 8945,SCCP,Registered,Now,"Apr 10, 2022 11:11:21 PM",cucmpub.hwle.com.au,10.34.20.164
SEP64E950CA2ABC,SEPCCEF488D8684,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:46:42 AM",cucmsub1.hwle.com.au,10.21.20.180
SEP64E950CA2AD0,SEP64E950CA2AD0,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:25:55 AM",cucmpub.hwle.com.au,10.35.20.216
SEP64E950CA2AD6,SEP64E950CA2AD6,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 5:10:14 AM",cucmpub.hwle.com.au,10.80.20.165
SEP64E950CA2AF2,SEP64E950CA2AF2,Cisco 8945,SCCP,Registered,Now,"Apr 10, 2022 11:16:36 PM",cucmsub1.hwle.com.au,10.90.20.47
SEP64E950CA2B08,SEP64E950CA2B08,Cisco 8945,SCCP,Registered,Now,"Mar 21, 2022 10:32:42 PM",cucmsub1.hwle.com.au,10.27.20.147
SEP64E950CA2B22,SEP64E950CA2B22,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:25:57 AM",cucmpub.hwle.com.au,10.34.20.205
